metric,subject,unit,district,school,group,year,value,pct_below,pct_notest,avg_score,yoy_change,pct_change,status_flag,gap_reason,tested,population
act,ela,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2024-25,10.0,20.0,40.0,16.5,10.0,,,,6.0,10.0
act,ela,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2024-25,48.0836,17.4216,4.1812,19.2,21.371299999999998,80.00546564691172,,,275.0,287.0
act,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2024-25,12.766,46.8085,1.0638,16.0,-5.211499999999999,-28.98901404533444,,,93.0,94.0
act,math,pct,Milwaukee,Bradley Technology High,All Students,2024-25,2.381,70.4762,7.619,13.8,-1.3032000000000004,-35.37267249334999,,,194.0,210.0
act,math,pct,Milwaukee,Bay View High,All Students,2024-25,2.7174,73.913,3.8043,14.0,0.8424,44.92800000000001,,,177.0,184.0
act,math,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,math,pct,Milwaukee,Audubon Technology and Communication High,All Students,2024-25,5.0633,67.0886,3.7975,14.7,1.2170999999999998,31.644220269356758,,,76.0,79.0
act,math,pct,Milwaukee,Alliance School of Milwaukee,All Students,2024-25,8.0,48.0,36.0,14.9,-0.6957000000000004,-8.000505997217022,,,16.0,25.0
act,math,pct,Milwaukee,ASSATA High,All Students,2024-25,0.0,57.8947,42.1053,13.2,0.0,,,,11.0,19.0
act,ela,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2024-25,34.2105,23.6842,5.2632,17.7,8.629100000000005,33.73193023055816,,,36.0,38.0
act,math,pct,Greenfield,Greenfield High,All Students,2024-25,25.0,38.2143,6.0714,17.2,-12.5,-33.333333333333336,,,263.0,280.0
act,math,pct,Franklin Public,Franklin High,All Students,2024-25,57.7428,19.9475,0.7874,20.8,1.3573000000000022,2.4071791506681706,,,378.0,381.0
act,math,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2024-25,2.2472,71.9101,5.618,14.4,2.2472,,,,84.0,89.0
act,math,pct,Cudahy,Cudahy High,All Students,2024-25,16.9492,48.0226,5.6497,15.9,-10.682399999999998,-38.660084830411556,,,167.0,177.0
act,math,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2024-25,0.0,83.3333,16.6667,13.8,0.0,,,,15.0,18.0
act,math,pct,Brown Deer,Brown Deer Middle/High,All Students,2024-25,31.6239,37.6068,3.4188,17.4,6.623899999999999,26.495599999999996,,,113.0,117.0
act,ela,pct,Whitnall,Whitnall High,All Students,2024-25,59.8958,8.3333,8.3333,20.9,9.639400000000002,19.180442689886256,,,176.0,192.0
act,ela,pct,Whitefish Bay,Whitefish Bay High,All Students,2024-25,87.1245,3.0043,1.2876,24.6,5.760899999999992,7.080438918631904,,,230.0,233.0
act,math,pct,Greendale,Greendale High,All Students,2024-25,60.8295,13.8249,0.9217,21.4,13.852800000000002,29.48866140022608,,,215.0,217.0
act,ela,pct,Milwaukee,South Division High,All Students,2024-25,5.5866,55.8659,25.6983,11.0,4.188,299.4422994422994,,,133.0,179.0
act,ela,pct,Milwaukee,Shalom High,All Students,2024-25,0.0,50.0,44.4444,8.4,0.0,,,,10.0,18.0
act,ela,pct,Milwaukee,Riverside High,All Students,2024-25,14.0777,41.7476,14.5631,14.1,3.6816999999999993,35.414582531742965,,,176.0,206.0
act,ela,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2024-25,7.1429,68.5714,5.7143,12.6,5.6936,392.8517215207341,,,66.0,70.0
act,ela,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2024-25,18.7097,38.0645,3.871,14.8,2.7677000000000014,17.361058838288802,,,149.0,155.0
act,ela,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2024-25,31.9149,18.0851,1.0638,16.8,3.8249999999999993,13.616994008522632,,,93.0,94.0
act,ela,pct,Milwaukee,Bradley Technology High,All Students,2024-25,8.0952,60.9524,7.619,12.4,0.2004999999999999,2.539678518499744,,,194.0,210.0
act,ela,pct,Milwaukee,Bay View High,All Students,2024-25,9.7826,61.413,4.3478,12.5,1.6576000000000004,20.40123076923077,,,176.0,184.0
act,ela,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,ela,pct,Milwaukee,Audubon Technology and Communication High,All Students,2024-25,25.3165,41.7722,3.7975,14.9,17.624200000000002,229.1148291148291,,,76.0,79.0
act,ela,pct,Milwaukee,Golda Meir School,All Students,2024-25,65.9259,6.6667,2.2222,20.9,14.919199999999996,29.249490753175557,,,132.0,135.0
act,ela,pct,Milwaukee,Alliance School of Milwaukee,All Students,2024-25,8.0,40.0,44.0,11.4,-0.6957000000000004,-8.000505997217022,,,14.0,25.0
act,ela,pct,Greenfield,Greenfield High,All Students,2024-25,38.5714,21.7857,6.0714,17.3,-6.504400000000004,-14.429915830667461,,,263.0,280.0
act,ela,pct,Greendale,Greendale High,All Students,2024-25,62.6728,10.5991,0.9217,20.7,21.277500000000003,51.4007628885405,,,215.0,217.0
act,ela,pct,Franklin Public,Franklin High,All Students,2024-25,62.2047,11.811,0.7874,20.6,-3.3374999999999915,-5.092139110374683,,,378.0,381.0
act,ela,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2024-25,3.3708,53.9326,5.618,12.9,-3.6467,-51.96579978624867,,,84.0,89.0
act,ela,pct,Cudahy,Cudahy High,All Students,2024-25,38.9831,27.6836,6.2147,17.0,7.4041999999999994,23.446668503336078,,,166.0,177.0
act,ela,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2024-25,0.0,72.2222,16.6667,11.1,0.0,,,,15.0,18.0
act,ela,pct,Brown Deer,Brown Deer Middle/High,All Students,2024-25,35.0427,24.7863,3.4188,16.9,4.739700000000003,15.641025641025653,,,113.0,117.0
act,ela,pct,Milwaukee,ASSATA High,All Students,2024-25,0.0,52.6316,42.1053,10.4,0.0,,,,11.0,19.0
act,ela,pct,Milwaukee,Grandview High,All Students,2024-25,8.0645,38.7097,33.871,13.6,3.302600000000001,69.35466935466938,,,41.0,62.0
act,ela,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2024-25,4.5455,59.0909,4.5455,12.1,-3.2976,-42.044599711848626,,,42.0,44.0
act,ela,pct,Milwaukee,Groppi High,All Students,2024-25,0.0,0.0,100.0,,0.0,,,,,7.0
act,ela,pct,Milwaukee,Reagan College Preparatory High,All Students,2024-25,68.2493,10.089,2.0772,20.9,-0.03640000000000043,-0.0533054504823105,,,330.0,337.0
act,ela,pct,Milwaukee,Pulaski High,All Students,2024-25,6.7039,53.6313,23.4637,11.8,2.7713,70.46991812032752,,,137.0,179.0
act,ela,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2024-25,0.0,22.6415,77.3585,9.7,0.0,,,,12.0,53.0
act,ela,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2024-25,0.565,22.0339,69.4915,11.3,-2.3252,-80.45117984914539,,,54.0,177.0
act,ela,pct,Milwaukee,North Division High,All Students,2024-25,0.0,33.9286,60.7143,10.5,0.0,,,,22.0,56.0
act,ela,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2024-25,4.7619,52.381,42.8571,9.2,4.7619,,,,12.0,21.0
act,ela,pct,Milwaukee,Milwaukee School of Languages,All Students,2024-25,39.8058,16.5049,5.8252,17.8,-0.9022000000000006,-2.2162719858504487,,,97.0,103.0
act,ela,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2024-25,23.75,37.9167,2.5,15.3,7.2606,44.03192353875824,,,234.0,240.0
act,ela,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,ela,pct,Milwaukee,Marshall High,All Students,2024-25,2.0833,44.7917,30.2083,11.8,1.4845,247.9124916499666,,,67.0,96.0
act,ela,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2024-25,25.9259,37.037,1.8519,15.5,9.2592,55.555088889822215,,,53.0,54.0
act,ela,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,ela,pct,Milwaukee,King International,All Students,2024-25,36.4821,20.8469,10.7492,17.7,-2.1143999999999963,-5.478216936768865,,,274.0,307.0
act,ela,pct,Milwaukee,James Madison Academic Campus,All Students,2024-25,3.75,66.25,18.75,11.1,1.0833,40.62324220947238,,,65.0,80.0
act,ela,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2024-25,14.6341,45.122,10.9756,13.4,6.7689,86.06138432589128,,,73.0,82.0
act,ela,pct,Milwaukee,Hamilton High,All Students,2024-25,7.722,49.0347,18.5328,12.8,-0.03309999999999924,-0.4268159017936535,,,211.0,259.0
act,ela,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2024-25,57.4468,7.0922,0.0,19.8,5.7801000000000045,11.18728310497865,,,141.0,141.0
act,math,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2024-25,9.0323,52.9032,3.871,15.6,4.684499999999999,107.74414646487878,,,149.0,155.0
act,math,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2024-25,1.4286,72.8571,4.2857,14.9,1.4286,,,,67.0,70.0
act,math,pct,Milwaukee,Golda Meir School,All Students,2024-25,35.5556,32.5926,2.2222,18.0,-1.3571999999999989,-3.6767733685875825,,,132.0,135.0
act,math,pct,Milwaukee,Grandview High,All Students,2024-25,4.8387,46.7742,35.4839,14.6,3.2514000000000003,204.83840483840487,,,40.0,62.0
act,reading,pct,Milwaukee,Bay View High,All Students,2024-25,0.0,0.0,4.3478,14.0,0.0,,,,176.0,184.0
act,reading,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Audubon Technology and Communication High,All Students,2024-25,0.0,0.0,3.7975,15.1,0.0,,,,76.0,79.0
act,reading,pct,Milwaukee,Alliance School of Milwaukee,All Students,2024-25,0.0,0.0,44.0,13.8,0.0,,,,14.0,25.0
act,reading,pct,Milwaukee,ASSATA High,All Students,2024-25,0.0,0.0,42.1053,13.0,0.0,,,,11.0,19.0
act,reading,pct,Greenfield,Greenfield High,All Students,2024-25,0.0,0.0,6.0714,17.9,0.0,,,,263.0,280.0
act,reading,pct,Greendale,Greendale High,All Students,2024-25,0.0,0.0,0.9217,21.4,0.0,,,,215.0,217.0
act,reading,pct,Milwaukee,Bradley Technology High,All Students,2024-25,0.0,0.0,7.619,13.9,0.0,,,,194.0,210.0
act,reading,pct,Franklin Public,Franklin High,All Students,2024-25,0.0,0.0,0.7874,20.8,0.0,,,,378.0,381.0
act,reading,pct,Cudahy,Cudahy High,All Students,2024-25,0.0,0.0,6.2147,17.9,0.0,,,,166.0,177.0
act,reading,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2024-25,0.0,0.0,16.6667,12.1,0.0,,,,15.0,18.0
act,reading,pct,Brown Deer,Brown Deer Middle/High,All Students,2024-25,0.0,0.0,3.4188,17.9,0.0,,,,113.0,117.0
act,math,pct,Whitnall,Whitnall High,All Students,2024-25,44.7917,21.875,8.3333,20.3,-0.8492999999999995,-1.8608268881049939,,,176.0,192.0
act,math,pct,Whitefish Bay,Whitefish Bay High,All Students,2024-25,78.5408,7.7253,1.2876,25.5,-2.3682999999999907,-2.9271120306615606,,,230.0,233.0
act,math,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2024-25,34.8432,35.8885,3.8328,18.4,9.500700000000002,37.489197987570286,,,276.0,287.0
act,math,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2024-25,15.7895,52.6316,2.6316,15.8,1.8360000000000003,13.157989035009132,,,37.0,38.0
act,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2024-25,0.0,0.0,5.618,13.2,0.0,,,,84.0,89.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2024-25,0.0,0.0,1.0638,17.3,0.0,,,,93.0,94.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2024-25,0.0,0.0,3.871,15.8,0.0,,,,149.0,155.0
act,reading,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2024-25,0.0,0.0,5.7143,14.7,0.0,,,,66.0,70.0
act,reading,pct,Milwaukee,North Division High,All Students,2024-25,0.0,0.0,60.7143,11.9,0.0,,,,22.0,56.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2024-25,0.0,0.0,42.8571,13.5,0.0,,,,12.0,21.0
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2024-25,0.0,0.0,5.8252,18.6,0.0,,,,97.0,103.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2024-25,0.0,0.0,2.5,16.4,0.0,,,,234.0,240.0
act,reading,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Marshall High,All Students,2024-25,0.0,0.0,30.2083,13.0,0.0,,,,67.0,96.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2024-25,0.0,0.0,1.8519,15.9,0.0,,,,53.0,54.0
act,reading,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,King International,All Students,2024-25,0.0,0.0,10.7492,18.3,0.0,,,,274.0,307.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2024-25,0.0,0.0,18.75,13.1,0.0,,,,65.0,80.0
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2024-25,0.0,0.0,10.9756,15.4,0.0,,,,73.0,82.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2024-25,0.0,0.0,18.5328,14.0,0.0,,,,211.0,259.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2024-25,0.0,0.0,0.0,19.1,0.0,,,,141.0,141.0
act,reading,pct,Milwaukee,Groppi High,All Students,2024-25,0.0,0.0,100.0,,0.0,,,,,7.0
act,reading,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2024-25,0.0,0.0,4.5455,15.0,0.0,,,,42.0,44.0
act,reading,pct,Milwaukee,Grandview High,All Students,2024-25,0.0,0.0,33.871,14.3,0.0,,,,41.0,62.0
act,reading,pct,Milwaukee,Golda Meir School,All Students,2024-25,0.0,0.0,2.2222,20.8,0.0,,,,132.0,135.0
act,math,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2024-25,20.0,40.0,40.0,15.5,20.0,,,,6.0,10.0
act,math,pct,West Allis-West Milwaukee,Central High,All Students,2024-25,14.7826,57.3913,5.2174,15.5,-3.3569000000000013,-18.5060227679925,,,218.0,230.0
act,math,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2024-25,0.0,58.3333,29.1667,13.7,-4.0,-100.0,,,17.0,24.0
act,math,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2024-25,1.1299,25.4237,68.9266,13.6,-0.0262,-2.2662399446414683,,,55.0,177.0
act,math,pct,Milwaukee,North Division High,All Students,2024-25,0.0,35.7143,58.9286,13.4,0.0,,,,23.0,56.0
act,math,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2024-25,0.0,57.1429,38.0952,13.5,-3.4483,-100.0,,,13.0,21.0
act,math,pct,Milwaukee,Milwaukee School of Languages,All Students,2024-25,22.3301,38.835,5.8252,16.7,0.2062000000000026,0.9320237390333608,,,97.0,103.0
act,math,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2024-25,8.75,65.8333,2.5,14.8,4.4947,105.62592531666391,,,234.0,240.0
act,math,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,math,pct,Milwaukee,Marshall High,All Students,2024-25,0.0,64.5833,30.2083,13.6,0.0,,,,67.0,96.0
act,math,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2024-25,0.0,20.7547,77.3585,13.8,0.0,,,,12.0,53.0
act,math,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2024-25,5.5556,61.1111,1.8519,14.9,-8.3333,-59.999712000230396,,,53.0,54.0
act,math,pct,Milwaukee,King International,All Students,2024-25,24.7557,36.8078,10.7492,17.2,4.404800000000002,21.644251605580102,,,274.0,307.0
act,math,pct,Milwaukee,James Madison Academic Campus,All Students,2024-25,0.0,70.0,18.75,12.6,-1.3333,-100.0,,,65.0,80.0
act,math,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2024-25,3.6585,69.5122,10.9756,14.1,1.4113000000000002,62.80259878960486,,,73.0,82.0
act,math,pct,Milwaukee,Hamilton High,All Students,2024-25,3.4749,62.9344,17.3745,14.2,0.6177999999999999,21.623324349865246,,,214.0,259.0
act,math,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2024-25,46.8085,22.695,0.0,19.1,13.475200000000001,40.42564042564043,,,141.0,141.0
act,math,pct,Milwaukee,Groppi High,All Students,2024-25,0.0,0.0,100.0,,0.0,,,,,7.0
act,math,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2024-25,4.5455,72.7273,4.5455,13.8,0.6238999999999995,15.909322725418185,,,42.0,44.0
act,math,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2024-25,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,math,pct,Milwaukee,Pulaski High,All Students,2024-25,0.5587,58.1006,23.4637,13.9,-0.5649,-50.275898896404414,,,137.0,179.0
act,math,pct,Milwaukee,Reagan College Preparatory High,All Students,2024-25,45.1039,20.4748,2.0772,19.2,-6.038999999999994,-11.808090663611171,,,330.0,337.0
act,math,pct,Milwaukee,Riverside High,All Students,2024-25,8.2524,56.3107,14.5631,14.6,1.8167999999999997,28.230468021629672,,,176.0,206.0
act,math,pct,Wauwatosa,Vel R Phillips School,All Students,2024-25,0.0,75.0,0.0,13.8,,,,,8.0,8.0
act,math,pct,Wauwatosa,East High,All Students,2024-25,59.0734,15.444,3.861,21.7,4.234699999999997,7.7221013627237545,,,249.0,259.0
act,math,pct,Trans Center for Youth,Escuela Verde,All Students,2024-25,6.4516,61.2903,19.3548,14.4,0.5692000000000004,9.676322589419284,,,25.0,31.0
act,math,pct,South Milwaukee,South Milwaukee High,All Students,2024-25,20.4167,46.6667,2.5,16.6,-4.804500000000001,-19.04945046230949,,,234.0,240.0
act,math,pct,Shorewood,Shorewood High,All Students,2024-25,62.8571,12.1429,1.4286,21.9,8.311600000000006,15.23792063506615,,,138.0,140.0
act,math,pct,Shorewood,New Horizons for Learning,All Students,2024-25,33.3333,8.3333,41.6667,20.9,16.666600000000003,99.99940000120003,,,7.0,12.0
act,math,pct,Seeds of Health,Veritas High,All Students,2024-25,21.1268,46.4789,0.0,16.5,-0.41169999999999973,-1.9114608723913018,,,71.0,71.0
act,math,pct,Seeds of Health,Tenor High,All Students,2024-25,10.9489,62.0438,0.7299,15.3,-3.5671999999999997,-24.57409359263163,,,136.0,137.0
act,math,pct,Saint Francis,Saint Francis High,All Students,2024-25,21.8487,44.5378,0.8403,16.5,-4.77,-17.91973311994951,,,118.0,119.0
act,math,pct,Pathways High,Pathways High,All Students,2024-25,13.3333,70.0,3.3333,14.0,-1.3726000000000003,-9.333668799597438,,,29.0,30.0
act,math,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2024-25,43.2971,27.7174,3.8043,19.3,2.175600000000003,5.290663035151932,,,531.0,552.0
act,math,pct,Nicolet Union High School,Nicolet High,All Students,2024-25,56.4,19.6,4.0,21.6,0.8014999999999972,1.4415856542892236,,,240.0,250.0
act,math,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,All Students,2024-25,2.5,70.0,6.25,14.3,-9.1883,-78.61108972220083,,,75.0,80.0
act,math,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2024-25,0.0,50.0,42.8571,14.2,-6.25,-100.0,,,8.0,14.0
act,math,pct,Milwaukee,WHS Information Technology,All Students,2024-25,0.0,67.7419,20.9677,12.9,0.0,,,,49.0,62.0
act,math,pct,Milwaukee,South Division High,All Students,2024-25,2.7933,62.0112,24.581,13.8,1.3946999999999998,99.72114972114969,,,135.0,179.0
act,math,pct,Milwaukee,Shalom High,All Students,2024-25,0.0,66.6667,27.7778,11.8,0.0,,,,13.0,18.0
act,math,pct,Wauwatosa,West High,All Students,2024-25,49.2248,25.1938,2.7132,19.9,-2.6580000000000013,-5.1230851072031625,,,251.0,258.0
